Wall time,Step,Value
1685126887.601943,1717,37.0
1685126887.8774676,1718,36.0
1685126888.0750508,1719,26.0
1685126889.1935196,1723,27.0
1685126890.04154,1726,37.0
1685126890.6160233,1728,37.0
1685126891.4692903,1731,40.0
1685126891.7641442,1732,38.0
1685126892.0698016,1733,37.0
1685126892.399025,1734,39.0
1685126892.6761959,1735,38.0
1685126893.2620506,1737,37.0
1685126893.9813335,1739,38.0
1685126895.1474195,1742,37.0
1685126895.5259094,1743,39.0
1685126896.2798216,1745,39.0
1685126896.6576674,1746,38.0
1685126897.09695,1747,40.0
1685126898.2898302,1750,38.0
1685126899.1099002,1752,38.0
1685126899.489494,1753,39.0
1685126899.8521426,1754,40.0
1685126900.2832932,1755,40.0
1685126902.620819,1762,40.0
1685126902.9580417,1763,41.0
1685126904.008672,1766,43.0
1685126905.6783524,1771,43.0
1685126907.0956619,1775,43.0
1685126907.7525637,1777,43.0
1685126909.1279,1781,42.0
1685126909.4479654,1782,43.0
1685126910.1428041,1784,45.0
1685126911.5246036,1788,45.0
1685126911.891693,1789,42.0
1685126912.2272794,1790,43.0
1685126912.8784955,1792,43.0
1685126913.2303324,1793,44.0
1685126913.6099691,1794,46.0
1685126915.071834,1798,41.0
1685126915.7894924,1800,44.0
1685126916.4621403,1802,45.0
1685126917.1799722,1804,43.0
1685126917.5309737,1805,46.0
1685126918.1937873,1807,44.0
1685126919.5555222,1811,44.0
1685126920.2873938,1813,48.0
1685126920.626841,1814,43.0
1685126921.7730556,1817,47.0
1685126922.8757954,1820,46.0
1685126924.284189,1824,43.0
1685126925.0054214,1826,45.0
1685126925.3870366,1827,44.0
1685126926.4761043,1830,45.0
1685126927.9959326,1834,45.0
1685126928.3273978,1835,43.0
1685126928.7400792,1836,46.0
1685126930.4730568,1840,50.0
1685126930.9235215,1841,51.0
1685126931.3633687,1842,50.0
1685126932.2811077,1844,52.0
1685126932.7049398,1845,47.0
1685126933.1702425,1846,52.0
1685126934.2340722,1848,51.0
1685126934.6883256,1849,57.0
1685126935.9313476,1852,53.0
1685126936.3731716,1853,52.0
1685126937.1630883,1855,44.0
1685126937.944491,1857,44.0
1685126938.3279676,1858,48.0
1685126938.706422,1859,48.0
1685126941.5321467,1866,43.0
1685126941.9929297,1867,52.0
1685126942.3447316,1868,39.0
1685126942.7400625,1869,49.0
1685126944.9426017,1875,40.0
1685126945.2302732,1876,38.0
1685126945.5701187,1877,46.0
1685126945.9028492,1878,47.0
1685126946.2060823,1879,46.0
1685126946.8688333,1881,41.0
1685126947.895809,1884,48.0
1685126948.8119116,1887,39.0
1685126950.1847396,1891,49.0
1685126950.573715,1892,51.0
1685126950.8584294,1893,41.0
1685126952.4110932,1898,49.0
1685126953.9398444,1902,49.0
1685126955.2580373,1905,61.0
1685126955.663807,1906,56.0
1685126957.1304069,1909,69.0
1685126957.563057,1910,59.0
1685126958.3081768,1911,101.0
1685126958.7888184,1912,65.0
1685126959.2199173,1913,63.0
1685126960.9928882,1916,71.0
1685126961.8065922,1917,105.0
1685126962.5398958,1918,87.0
1685126963.118135,1919,80.0
1685126965.2006235,1923,91.0
