Wall time,Step,Value
1685123166.683908,0,0.0
1685123166.687906,1,0.0
1685123166.6899269,2,0.0
1685123166.6919072,3,0.0
1685123166.71991,4,0.11636116355657578
1685123166.7599099,5,0.9051697850227356
1685123166.815934,6,2.0192887783050537
1685123166.856936,7,3.403378963470459
1685123166.8884482,8,4.797243118286133
1685123166.9364684,9,6.840217590332031
1685123167.0194688,10,10.905494689941406
1685123167.0664947,11,16.327198028564453
1685123167.1014974,12,20.884572982788086
1685123167.1364963,13,25.560157775878906
1685123167.172015,14,29.608673095703125
1685123167.2085247,15,34.007896423339844
1685123167.249525,16,39.5582275390625
1685123167.2840362,17,45.83108901977539
1685123167.3275502,18,54.67768096923828
1685123167.3765483,19,65.58271026611328
1685123167.423574,20,77.20391082763672
1685123167.5585995,21,80.00975036621094
1685123167.690279,22,76.30018615722656
1685123167.8030949,23,82.15638732910156
1685123167.9326684,24,82.1050033569336
1685123168.1278207,25,84.91974639892578
1685123168.255493,26,86.47692108154297
1685123168.4218805,27,88.91111755371094
1685123168.6144845,28,90.6296615600586
1685123168.7662036,29,91.56831359863281
1685123168.9107437,30,92.16248321533203
1685123169.0784006,31,91.93128204345703
1685123169.2229838,32,91.92471313476562
1685123169.4352891,33,91.46533966064453
1685123169.5286744,34,90.19969177246094
1685123169.6507506,35,91.13865661621094
1685123169.733247,36,90.770263671875
1685123169.8749516,37,90.23542022705078
1685123169.9916165,38,89.2078628540039
1685123170.244851,39,89.10908508300781
1685123170.3665013,40,88.79319763183594
1685123170.4595525,41,87.82667541503906
1685123170.5365796,42,89.06254577636719
1685123170.6276348,43,87.16747283935547
1685123170.7916899,44,86.98899841308594
1685123170.8477175,45,86.3911361694336
1685123171.0632179,46,85.87332153320312
1685123171.4196503,47,83.98828125
1685123171.5552177,48,82.82807159423828
1685123171.8188665,49,81.00466918945312
1685123172.02949,50,79.55203247070312
1685123172.3696012,51,79.04558563232422
1685123172.8067322,52,78.53031158447266
1685123173.41673,53,77.66480255126953
1685123173.9776394,54,76.17005920410156
1685123174.44332,55,74.36772155761719
1685123175.0611923,56,71.22515869140625
1685123175.3895977,57,69.44843292236328
1685123175.8458438,58,68.31539154052734
1685123176.3039017,59,67.48633575439453
1685123176.747061,60,66.2835922241211
1685123177.4611523,61,61.40433120727539
1685123178.074617,62,58.05901336669922
1685123178.645454,63,54.81901550292969
1685123179.375963,64,51.1024284362793
1685123180.0274718,65,46.629032135009766
1685123180.9119756,66,41.54480743408203
1685123181.641618,67,37.45536422729492
1685123182.421008,68,33.40839767456055
1685123183.231989,69,29.650514602661133
1685123184.4874706,70,25.925636291503906
1685123185.731451,71,18.61114501953125
1685123186.6125405,72,12.105020523071289
1685123187.773623,73,6.923356056213379
1685123188.8214126,74,2.1257877349853516
1685123189.9668682,75,-2.4193875789642334
1685123191.160779,76,-6.744561672210693
1685123192.348539,77,-11.049492835998535
1685123193.492802,78,-17.4483699798584
1685123194.7238793,79,-20.63694190979004
