Wall time,Step,Value
1685123166.683908,0,0.0
1685123166.687906,1,0.0
1685123166.6899269,2,0.0
1685123166.6919072,3,0.0
1685123166.71991,4,3.33107852935791
1685123166.7599099,5,8.121053695678711
1685123166.815934,6,8.41620922088623
1685123166.8559368,7,7.800731182098389
1685123166.8884482,8,8.303462982177734
1685123166.9364684,9,9.052887916564941
1685123167.0194688,10,7.124149322509766
1685123167.0664947,11,7.270859241485596
1685123167.1014974,12,7.517585277557373
1685123167.1364963,13,7.5457682609558105
1685123167.172015,14,7.057976722717285
1685123167.2085247,15,7.094020843505859
1685123167.249525,16,6.11334753036499
1685123167.2840362,17,6.126189231872559
1685123167.3275502,18,4.723581790924072
1685123167.3765483,19,3.1986606121063232
1685123167.423574,20,1.479712963104248
1685123167.5585995,21,1.551255226135254
1685123167.690279,22,1.2052078247070312
1685123167.8030949,23,1.2999663352966309
1685123167.9316685,24,1.180556058883667
1685123168.1278207,25,1.081869125366211
1685123168.255493,26,1.0849289894104004
1685123168.4218805,27,1.0041342973709106
1685123168.6144845,28,0.8951908349990845
1685123168.7662036,29,0.8575960993766785
1685123168.9107437,30,0.7920669913291931
1685123169.0784006,31,0.7876721024513245
1685123169.2229838,32,0.7655040621757507
1685123169.4352891,33,0.8295227885246277
1685123169.5286744,34,0.8123633861541748
1685123169.6507506,35,0.7302381992340088
1685123169.733247,36,0.6927224397659302
1685123169.8749516,37,0.6508117318153381
1685123169.9916165,38,0.615569531917572
1685123170.244851,39,0.5644904375076294
1685123170.3655052,40,0.5825867056846619
1685123170.4595525,41,0.5476788282394409
1685123170.5365796,42,0.5006572604179382
1685123170.6276348,43,0.5369764566421509
1685123170.7906904,44,0.5191966891288757
1685123170.8467171,45,0.5616686344146729
1685123171.0632179,46,0.48382243514060974
1685123171.4196503,47,0.4767821431159973
1685123171.5552177,48,0.45282524824142456
1685123171.8188665,49,0.4448181688785553
1685123172.02949,50,0.4465644657611847
1685123172.3696012,51,0.448783278465271
1685123172.8067322,52,0.4570211172103882
1685123173.415729,53,0.4687774181365967
1685123173.9776394,54,0.4790818989276886
1685123174.44332,55,0.47124919295310974
1685123175.0611923,56,0.47110211849212646
1685123175.3895977,57,0.45973166823387146
1685123175.8458438,58,0.44815361499786377
1685123176.3039017,59,0.5083137154579163
1685123176.747061,60,0.46105268597602844
1685123177.4611523,61,0.4455922842025757
1685123178.073624,62,0.4208775758743286
1685123178.645454,63,0.4096601903438568
1685123179.375963,64,0.38486000895500183
1685123180.0274718,65,0.3408799469470978
1685123180.9119756,66,0.3531224727630615
1685123181.641618,67,0.35047176480293274
1685123182.421008,68,0.32202020287513733
1685123183.231989,69,0.3128766119480133
1685123184.4874706,70,0.2910071015357971
1685123185.731451,71,0.27588188648223877
1685123186.6125405,72,0.2555428743362427
1685123187.773623,73,0.24855440855026245
1685123188.8214126,74,0.23794502019882202
1685123189.9668682,75,0.22915290296077728
1685123191.160779,76,0.22480902075767517
1685123192.348539,77,0.21624881029129028
1685123193.492802,78,0.20293405652046204
1685123194.7238793,79,0.2004656195640564
