Wall time,Step,Value
1685124962.4710739,1,0.0
1685124962.4781153,3,0.0
1685124962.4862347,5,0.0
1685124962.620592,6,11.980504035949707
1685124962.7920406,8,13.725665092468262
1685124962.880042,10,14.151545524597168
1685124962.9250398,11,14.4589204788208
1685124962.9646463,12,14.587475776672363
1685124962.9994264,13,12.681554794311523
1685124963.0305543,14,14.67766284942627
1685124963.0665917,15,15.984703063964844
1685124963.101335,16,14.712145805358887
1685124963.1323361,17,15.560331344604492
1685124963.1637554,18,15.026312828063965
1685124963.1967807,19,14.471979141235352
1685124963.2305448,20,12.809125900268555
1685124963.2596886,21,11.839685440063477
1685124963.2824614,22,13.541272163391113
1685124963.3363008,24,18.026185989379883
1685124963.370951,25,16.863622665405273
1685124963.4235053,27,17.346736907958984
1685124963.4944324,30,17.171314239501953
1685124963.523034,31,17.723817825317383
1685124963.554066,32,16.056888580322266
1685124963.576649,33,17.630794525146484
1685124963.6027524,34,13.052396774291992
1685124963.6530402,36,15.955455780029297
1685124963.7339635,39,12.967089653015137
1685124963.754057,40,11.79073715209961
1685124963.8014202,42,13.840642929077148
1685124963.821495,43,13.512996673583984
1685124963.8435795,44,12.852699279785156
1685124963.8662326,45,11.070999145507812
1685124963.8861501,46,13.589713096618652
1685124963.9171858,47,12.624650001525879
1685124963.9612522,49,12.031487464904785
1685124963.9933279,50,11.46999740600586
1685124964.0884771,53,14.623231887817383
1685124964.1130178,54,11.378206253051758
1685124964.134584,55,13.14556884765625
1685124964.158664,56,11.763733863830566
1685124964.1887803,57,12.549712181091309
1685124964.2597892,60,14.908766746520996
1685124964.2874172,61,14.229730606079102
1685124964.3140185,62,11.485270500183105
1685124964.3377705,63,14.346579551696777
1685124964.3689787,64,10.70054817199707
1685124964.3987386,65,14.005403518676758
1685124964.423084,66,15.043001174926758
1685124964.4530268,67,12.679431915283203
1685124964.4780283,68,11.520500183105469
1685124964.507029,69,12.347363471984863
1685124964.5481548,71,11.544021606445312
1685124964.5764956,72,11.16387939453125
1685124964.601567,73,11.468648910522461
1685124964.6270897,74,16.438840866088867
1685124964.664636,76,10.857368469238281
1685124964.6836693,77,12.000308990478516
1685124964.7082052,78,12.931848526000977
1685124964.739552,79,11.932055473327637
1685124964.789238,81,12.995131492614746
1685124964.8092582,82,13.57772159576416
1685124964.8592887,84,12.851997375488281
1685124964.898864,85,12.645320892333984
1685124964.932993,86,10.807868003845215
1685124964.9680388,87,13.307782173156738
1685124964.990039,88,15.17735767364502
1685124965.021039,89,12.66334342956543
1685124965.0681434,91,11.575222969055176
1685124965.090143,92,10.829042434692383
1685124965.1121438,93,9.414519309997559
1685124965.1392775,94,15.561054229736328
1685124965.196825,96,13.044384956359863
1685124965.2772028,99,14.066010475158691
1685124965.3108523,100,12.414681434631348
1685124965.3313644,101,12.863316535949707
1685124965.3493774,102,14.097274780273438
1685124965.3684907,103,10.661747932434082
1685124965.4049785,104,13.159697532653809
1685124965.4380324,105,14.958494186401367
1685124965.4630594,106,12.76085376739502
1685124965.5506718,109,12.45149040222168
1685124965.5712237,110,10.881311416625977
1685124965.653552,113,13.118668556213379
1685124965.7315042,116,12.664034843444824
1685124965.7618856,117,13.756420135498047
1685124965.7814977,118,12.449230194091797
1685124965.8035796,119,12.343055725097656
1685124965.8242273,120,15.480721473693848
1685124965.8513968,121,11.461761474609375
1685124965.9013946,123,14.55243968963623
1685124965.9303954,124,14.389036178588867
1685124965.9549356,125,10.33089828491211
1685124965.9769664,126,11.976937294006348
1685124965.9960046,127,11.994220733642578
1685124966.0482059,129,12.68039321899414
1685124966.0784676,130,13.963438034057617
1685124966.156087,133,14.945901870727539
1685124966.1800847,134,9.216167449951172
1685124966.2442183,136,11.447138786315918
1685124966.2672925,137,11.011748313903809
1685124966.3173878,139,13.957075119018555
1685124966.365437,141,12.394776344299316
1685124966.3904588,142,12.491119384765625
1685124966.4125032,143,10.487539291381836
1685124966.444513,144,13.928632736206055
